topic,feature,description,source_file,wave
technical,be_fr_q8b,Why stop working: dislike job,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q8c,Why stop working: unemployed,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q8d,Why stop working: eligible old-age pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q8e,Why stop working: eligible pre-pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q8f,Why stop working: financially possible,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q8g,Why stop working: others stopped same age,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q8h,Why stop working: poor health partner/family,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q8i,Why stop working: partner also not working,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q8j,Why stop working: leisure time,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q9a,Life: health,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q9b,Life: income,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q9c,Life: family and friends,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q9d,Life: meaningful activities,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q9e,Life: leisure,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q10a,Vignette life satisfaction 1,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q10b,Vignette life satisfaction 2,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q10c,Vignette life satisfaction 3,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q10d,Vignette life satisfaction 4,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_q10e,Vignette life satisfaction 5,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_version,Drop-off version,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_fr_file,Drop-off file,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q1a,"Pensions: higher contribution, higher pension",sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q1b,"Pensions: equal, regardless of contribution",sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q1c,Pensions: income entire career,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q1d,Pensions: income end of career,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q1e,Pensions: maximum pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q1f,Pensions: minimum pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q1g,Pensions: early retirement penalty,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q1h,"Pensions: career length, not age",sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q1i,Pensions: link to life expectancy,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q1j,"Pensions: divorce, equal pension rights",sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q2a,"Assimilated periods: maternity, parental leave",sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q2b,Assimilated periods: medical assistance,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q2c,"Assimilated periods: sickness, disability",sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q2d,Assimilated periods: work incapacity,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q2e,Assimilated periods: unemployment,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q2no,Assimilated periods: none of the above,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q2dk,Assimilated periods: don't know,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q3a,Retire early: physically demanding job,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q3b,Retire early: irregular work hours,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q3c,Retire early: safety risks,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q3d,Retire early: mentally demanding job,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q3no,Retire early: none of the above,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q3dk,Retire early: don't know,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4a_1,Income: wage,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4a_2,Income: self-employment income,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4a_3,Income: temporary unemployment benefits,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4a_4,Income: full unemployment benefits,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4a_5,Income: career break benefits,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4b_1,Income: public pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4b_2,Income: minimum income guarantee elderly,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4b_3,Income: bridge pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4b_4,Income: pseudo bridge pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4b_5,Income: teachers' bridge pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4b_6,Income: survivor's pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4b_7,Income: occupational pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4b_8,"Income: private pension, life insurance",sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4c_1,Income: sickness benefits,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4c_2,Income: disability benefits,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4c_3,Income: public long-term care benefits,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4c_4,Income: integration benefits handicap,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4d_1,Income: social assistance,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q4no,Income: no (own) income received,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q5,Labour market status,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q6,Currently doing paid work (routing),sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q7a,Why working: health,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q7b,Why working: like my job,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q7c,Why working: steady job,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q7d,Why working: should work until SRA,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q7e,Why working: had to postpone retirement,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q7f,Why working: cumulate earnings and benefits,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q7g,Why working: good salary,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q7h,Why working: not eligible pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q7i,Why working: financially not possible to stop,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q7j,Why working: partner still works,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q8a,Why stop working: health issues,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q8b,Why stop working: dislike job,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q8c,Why stop working: unemployed,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q8d,Why stop working: eligible old-age pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q8e,Why stop working: eligible pre-pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q8f,Why stop working: financially possible,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q8g,Why stop working: others stopped same age,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q8h,Why stop working: poor health partner/family,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q8i,Why stop working: partner also not working,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q8j,Why stop working: leisure time,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q9a,Life: health,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q9b,Life: income,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q9c,Life: family and friends,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q9d,Life: meaningful activities,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q9e,Life: leisure,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q10a,Vignette life satisfaction 1,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q10b,Vignette life satisfaction 2,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q10c,Vignette life satisfaction 3,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q10d,Vignette life satisfaction 4,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_q10e,Vignette life satisfaction 5,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_version,Drop-off version,sharew9_rel9-0-0_dropoff.sav,w9
technical,be_nl_file,Drop-off file,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_Q1_ReadingEyes,Picture1,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_Q2_ReadingEyes,Picture2,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_Q3_ReadingEyes,Picture3,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_Q4_ReadingEyes,Picture4,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_Q5_ReadingEyes,Picture5,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_Q6_ReadingEyes,Picture6,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_Q7_ReadingEyes,Picture7,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_Q8_ReadingEyes,Picture8,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_Q9_ReadingEyes,Picture9,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_Q10_ReadingEyes,Picture10,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q11_1,PhoPhiKat - Item1,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q11_2,PhoPhiKat - Item2,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q11_3,PhoPhiKat - Item3,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q11_4,PhoPhiKat - Item4,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q11_5,PhoPhiKat - Item5,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q11_6,PhoPhiKat - Item6,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q11_7,PhoPhiKat - Item7,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q11_8,PhoPhiKat - Item8,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q11_9,PhoPhiKat - Item9,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_1,EQ - Item1,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_2,EQ - Item2,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_3,EQ - Item3,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_4,EQ - Item4,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_5,EQ - Item5,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_6,EQ - Item6,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_7,EQ - Item7,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_8,EQ - Item8,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_9,EQ - Item9,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_10,EQ - Item10,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_11,EQ - Item11,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_12,EQ - Item12,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_13,EQ - Item13,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_14,EQ - Item14,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_15,EQ - Item15,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_16,EQ - Item16,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_17,EQ - Item17,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_18,EQ - Item18,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_19,EQ - Item19,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_20,EQ - Item20,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_21,EQ - Item21,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q12_22,EQ - Item22,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_1,Social support - Emotional support 1,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_2,Social support - Emotional support 2,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_3,Social support - Emotional support 3,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_4,Social support - Emotional support 4,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_5,Social support - Emotional support 5,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_6,Social support - Emotional support 6,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_7,Social support - Emotional support 7,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_8,Social support - Emotional support 8,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_9,Social support - Tangible support 1,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_10,Social support - Tangible support 2,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_11,Social support - Tangible support 3,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_12,Social support - Tangible support 4,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_13,Social support - Affectionate support 1,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_14,Social support - Affectionate support 2,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_15,Social support - Affectionate support 3,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_16,Social support - Positive social interaction 1,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_17,Social support - Positive social interaction 2,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q13_18,Social support - Positive social interaction 3,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q14_1,Friendship approach 1,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q14_2,Friendship avoidance 1,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q14_3,Friendship approach 2,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q14_4,Friendship avoidance 2,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q14_5,Friendship approach 3,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q14_6,Friendship avoidance 3,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q14_7,Friendship avoidance 4,sharew9_rel9-0-0_dropoff.sav,w9
technical,ch_q14_8,Friendship approach 4,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_info,Randomized information for pension questions D,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_B1a,Feel upset,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_B1b,Feel unable control,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_B1c,Feel nervous,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_B1d,Feel confident,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_B1e,Feel things,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_B1f,Feel cope,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_B1g,Feel irritation,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_B1h,Feel on top,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_B1i,Feel anger,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_B1j,Feel difficulties,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_C1,Sex frequency,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_C2,Sex importance,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_C3,Sex desire,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_C4,Sex website,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_C5,Sex dating agency,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_D1,Pensions retirement at 65,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_D2,Pensions life expectancy,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_D3,Pensions retirement beyond,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_D4,Pensions retirement professions,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_D5,Pensions gender equality,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_D6a,Pension policy extend age,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_D6b,Pension policy lower pension,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_D6c,Pension policy increase taxes,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_D6d,Pension policy budget cut,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_D7,Pensions replacement ratio,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_E1a,Attitudes pleasure,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_E1b,Attitudes projects,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_E1c,Attitudes risk,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_E1d,Attitudes move,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_E1e,Attitudes things,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_E1f,Attitudes angry,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1a,Technologies slow me,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1b,Technologies react,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1c,Technologies create problems,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1d,Technologies blur,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1e,Technologies personal life,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1f,Technologies difficult,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1g,Technologies knowledge,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1h,Technologies upgrades,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1i,Technologies monitored,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1j,Technologies traced,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1k,Technologies privacy,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1l,Technologies understanding,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1m,Technologies behind,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_F1n,Technologies foreigner,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G1a,Family health heart,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G1a1,Family health heart before 60,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G1b,Family health stroke,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G1b1,Family health stroke before 60,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G1c,Family health diabetes,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G1c1,Family health diabetes before 60,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G1d,Family health neoplasms,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G1d1,Family health neoplasms before 60,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G1e,Family health allergy,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G1e1,Family health allergy before 60,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G2,"Physical activities, in hours per week",sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G3,"Sports, in hours per week",sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G4a,Smoke regularly,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G4b,Smoke occasionally,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G4c,Smoke stopped,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G4d,Smoke never,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G5,"Smoke amount, in number of cigarettes per day",sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G6,"Smoke age started, age when started smoking",sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G7,"Smoke age ended, age when stopped smoking",sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G8,"Alcohol beer, per week in litres",sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G9,"Alcohol wine, per week in decilitres",sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G10,"Alcohol spirits, per week in decilitres",sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G11,Alcohol frequency,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G12a,Alcohol cut,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G12b,Alcohol critique,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G12c,Alcohol guilt,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G12d,Alcohol morning,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G12e,Alcohol do not drink,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G13,Alcohol 5 and more glasses,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G14,Alcohol 3-4 glasses,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G15,Alcohol 1-2 glasses,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_G16,Alcohol one half glass,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H1,Colonoscopy screening last,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H2,Colonoscopy screening regularly,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H3a,Colonoscopy regular care health,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H3b,Colonoscopy regular early diagnose,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H3c,Colonoscopy regular no thought,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H3d,Colonoscopy regular doctor recommended,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H3e,Colonoscopy regular family history,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H3f,Colonoscopy regular health insurance,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H3g,Colonoscopy regular symptoms,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H3h,Colonoscopy regular other,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H3i,Colonoscopy regular don't know,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H4a,Colonoscopy not regular no symptoms,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H4b,Colonoscopy not regular fear examination,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H4c,Colonoscopy not regular fear diagnosis,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H4d,Colonoscopy not regular fear side effects,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H4e,Colonoscopy not regular unknown possibility,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H4f,Colonoscopy not regular poor access,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H4g,Colonoscopy not regular distrust,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H4h,Colonoscopy not regular other,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H4i,Colonoscopy not regular don't know,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H5,Mammography screening last,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H6,Mammography screening regularly,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H7,Cervical cancer screening last,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H8,Cervical cancer screening regularly,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H9a,Cancer screening regular care health,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H9b,Cancer screening regular early diagnose,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H9c,Cancer screening regular no thought,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H9d,Cancer screening regular doctor recommended,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H9e,Cancer screening regular family history,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H9f,Cancer screening regular health insurance,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H9g,Cancer screening regular symptoms,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H9h,Cancer screening regular other,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H9i,Cancer screening regular don't know,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H10a,Cancer screening not regular no symptoms,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H10b,Cancer screening not regular fear examination,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H10c,Cancer screening not regular fear diagnosis,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H10d,Cancer screening not regular fear side effects,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H10e,Cancer screening not regular unknown possibility,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H10f,Cancer screening not regular poor access,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H10g,Cancer screening not regular distrust,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H10h,Cancer screening not regular other,sharew9_rel9-0-0_dropoff.sav,w9
technical,cz_H10i,Cancer screening not regular don't know,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q1,Importance of surveys for society,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q2,Surveys are wasted time,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q3,Answering many questions is exhausting,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q4,Results of surveys are mostly trustworthy,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q5,Importance of knowing the institution,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q6,Confidence in scientific institutions,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q7,Confidence in opinion research institutions,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q8,Confidence in authorities,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q9,Concern: privacy,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q10,Concern: data theft or abuse,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q11,Concern of others: sharing too much info,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q12,Trust in other people,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q13,Embarassed to share income,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q14,Should not talk about income,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q15,Response to future income question,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q16,Much to learn from SHARE,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q17,SHARE questions: too personal,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q18,SHARE questions: too boring,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q19,SHARE questions: made me reflect,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q20,Liked participating in SHARE,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q21,Reasons for liking/disliking interview,sharew9_rel9-0-0_dropoff.sav,w9
technical,de_q22,Concern: SHARE data leak,sharew9_rel9-0-0_dropoff.sav,w9
